name_x,ogrn,short_name,full_name,address_x,website,reg_date,liq_date,status_x,inn,region,okato,oktmo_code,okved,okved_code,okopf,okopf_code,domain_name,registrar,creation_date,expiration_date
"РЕСУРС, АНО",1217300009376.0,"АНО ""РЕСУРС""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ПО РАЗВИТИЮ ГРАЖДАНСКОГО ОБЩЕСТВА ""РЕСУРС""","432044, Ульяновская обл, г.о. город Ульяновск, г Ульяновск, ул Кольцевая, д. 34, кв. 56",resursarm.ru,2021-08-06,,Действующая,7321015442.0,Ульяновская область,"Ульяновская область, Ульяновск, Железнодорожный",73701000001.0,Деятельность в сфере связей с общественностью,70.21,Автономные некоммерческие организации,71400.0,RESURSARM.RU,REGRU-RU,2022-06-30 09:01:07,2023-06-30 09:01:07
"РЕСУРСНЫЙ ПРАВОЗАЩИТНЫЙ ЦЕНТР, АНО",1087800000738.0,"АНО ""РЕСУРСНЫЙ ПРАВОЗАЩИТНЫЙ ЦЕНТР""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ИНФОРМАЦИОННЫХ И ПРАВОВЫХ УСЛУГ ""РЕСУРСНЫЙ ПРАВОЗАЩИТНЫЙ ЦЕНТР""","196084, г. Санкт-Петербург, проспект Московский, д. 79 литера А пом. 9Н (Бизнес-центр «Московский 79 а»)",hrrcenter.ru,2008-02-01,2015-08-21,Недействующая,7801268620.0,Санкт-Петербург,"Санкт-Петербург, Адмиралтейский, Измайловское",40305000000.0,Деятельность в области права,69.10,Автономные некоммерческие организации,71400.0,HRRCENTER.RU,RU-CENTER-RU,2008-08-04 20:00:00,2022-08-04 21:00:00
"РЕСУРСНЫЙ ЦЕНТР ПОДДЕРЖКИ СОЦИАЛЬНО-ОРИЕНТИРОВАННЫХ НЕКОММЕРЧЕСКИХ ОРГАНИЗАЦИЙ, ДОБРОВОЛЬЧЕСТВА И ГРАЖДАНСКИХ ИНИЦИАТИВ ,РЕСУРСНЫЙ ЦЕНТР, АНО",1191513005496.0,"АНО ""РЕСУРСНЫЙ ЦЕНТР ПОДДЕРЖКИ СОЦИАЛЬНО-ОРИЕНТИРОВАННЫХ НЕКОММЕРЧЕСКИХ ОРГАНИЗАЦИЙ, ДОБРОВОЛЬЧЕСТВА И ГРАЖДАНСКИХ ИНИЦИАТИВ"",РЕСУРСНЫЙ ЦЕНТР","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""РЕСУРСНЫЙ ЦЕНТР ПОДДЕРЖКИ СОЦИАЛЬНО-ОРИЕНТИРОВАННЫХ НЕКОММЕРЧЕСКИХ ОРГАНИЗАЦИЙ, ДОБРОВОЛЬЧЕСТВА И ГРАЖДАНСКИХ ИНИЦИАТИВ""","362045, Северная Осетия - Алания респ., г. Владикавказ, ул. Владикавказская, д. 46А кв. 26",rescenterrso.ru,2019-10-10,,Действующая,1513077392.0,Северная Осетия-Алания (Республика),"Республика Северная Осетия-Алания, Владикавказ, Северо-Западный",90701000001.0,Деятельность по оказанию консультационных и информационных услуг,63.99.1,Автономные некоммерческие организации,71400.0,RESCENTERRSO.RU,BEGET-RU,2021-12-13 11:51:51,2022-12-13 11:51:51
"РЕСУРСНЫЙ ЦЕНТР РАЗВИТИЯ ОБРАЗОВАНИЯ И ЗАНЯТОСТИ 2035, АНО",1214600009304.0,АНО «РЕСУРСНЫЙ ЦЕНТР РАЗВИТИЯ ОБРАЗОВАНИЯ И ЗАНЯТОСТИ 2035»,АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ «РЕСУРСНЫЙ ЦЕНТР РАЗВИТИЯ ОБРАЗОВАНИЯ И ЗАНЯТОСТИ 2035»,"307831, Курская обл, м.р-н Суджанский, с.п. Заолешенский сельсовет, с Заолешенка, ул Гай, д. 103",rc2035.ru,2021-08-19,,Действующая,4623008012.0,Курская область,"Курская область, Суджанский район, Заолешенский, сл Заолешенка",38640433101.0,Исследование конъюнктуры рынка и изучение общественного мнения,73.20,Автономные некоммерческие организации,71400.0,RC2035.RU,RU-CENTER-RU,2021-10-07 10:14:05,2022-10-07 10:14:05
"РЕСУРСНЫЙ ЦЕНТР СО НКО ЕДИНСТВО, АНО",1191690071495.0,"АНО ""РЕСУРСНЫЙ ЦЕНТР СО НКО ""ЕДИНСТВО""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""РЕСУРСНЫЙ ЦЕНТР СОЦИАЛЬНО ОРИЕНТИРОВАННЫХ НЕКОММЕРЧЕСКИХ ОРГАНИЗАЦИЙ ""ЕДИНСТВО""","422980, Татарстан респ., Чистопольский район, г. Чистополь, ул. К.Маркса, д. 17 каб. 1, 2",anoedinstvo.ru,2019-09-04,,Действующая,1652026500.0,Республика Татарстан,"Республика Татарстан, Чистополь",92659101001.0,Консультирование по вопросам коммерческой деятельности и управления,70.22,Автономные некоммерческие организации,71400.0,ANOEDINSTVO.RU,REGRU-RU,2022-02-08 06:04:53,2023-02-08 06:04:53
"РЕТРОПАРК, ЧУ МУЗЕЙ АВТОМОТОТЕХНИКИ",1174200001128.0,"ЧУ МУЗЕЙ АВТОМОТОТЕХНИКИ ""РЕТРОПАРК""","ЧАСТНОЕ УЧРЕЖДЕНИЕ МУЗЕЙ АВТОМОТОТЕХНИКИ ""РЕТРОПАРК""","654080, Кемеровская область - Кузбасс, г. Новокузнецк, ул. Тольятти (Центральный Р-Н), д. ЗД. 33-А",retro-park.ru,2017-11-15,,Действующая,4217186446.0,Кемеровская область,"Кемеровская область, Новокузнецк, Центральный",32731000001.0,Деятельность музеев,91.02,Частные учреждения,75500.0,RETRO-PARK.RU,REGRU-RU,2016-02-24 09:14:49,2023-02-24 09:14:49
"РЖД, ДЕТСКИЙ САД № 118 ОАО",1046300009755.0,"ДЕТСКИЙ САД № 118 ОАО ""РЖД""","ЧАСТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 118 ОТКРЫТОГО АКЦИОНЕРНОГО ОБЩЕСТВА ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""","443030, Самарская обл., г. Самара, ул. Красноармейская, д. 112 к. А",ds118-oao-rgd.ru,2004-07-05,,Действующая,6311071020.0,Самарская область,"Самарская область, Самара, Железнодорожный",36701305000.0,Образование дошкольное,85.11,Частные учреждения,75500.0,DS118-OAO-RGD.RU,RU-CENTER-RU,2008-03-04 21:00:00,2023-03-04 21:00:00
"РЖД, ДЕТСКИЙ САД № 121 ОАО",1046603150274.0,"ДЕТСКИЙ САД № 121 ОАО ""РЖД""","ЧАСТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 121 ОТКРЫТОГО АКЦИОНЕРНОГО ОБЩЕСТВА ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""","620027, Свердловская обл., г. Екатеринбург, ул. Мельковская, д. 9А корп. -- офис",d-sad121.ru,1997-04-08,2019-12-25,Недействующая,6659107349.0,Свердловская область,"Свердловская область, Екатеринбург, Железнодорожный",65701000001.0,Образование дошкольное,85.11,Частные учреждения,75500.0,D-SAD121.RU,REGRU-RU,2020-04-28 15:33:43,2023-04-28 15:33:43
"РЖД, ДЕТСКИЙ САД № 125 ОАО",1046603150241.0,"ДЕТСКИЙ САД № 125 ОАО ""РЖД""","ЧАСТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 125 ОТКРЫТОГО АКЦИОНЕРНОГО ОБЩЕСТВА ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""","620107, Свердловская обл., г. Екатеринбург, ул. Гражданская, д. 4А корп. -- офис",d-sad125.ru,1997-09-16,,Действующая,6659107420.0,Свердловская область,"Свердловская область, Екатеринбург, Железнодорожный",65701000001.0,Образование дошкольное,85.11,Частные учреждения,75500.0,D-SAD125.RU,RU-CENTER-RU,2017-03-03 08:19:57,2023-03-03 08:19:58
"РЖД, ДЕТСКИЙ САД № 139 ОАО",1045900358338.0,"ДЕТСКИЙ САД № 139 ОАО ""РЖД""","ЧАСТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 139 ОТКРЫТОГО АКЦИОНЕРНОГО ОБЩЕСТВА ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""","614067, Пермский кр., г. Пермь, ул. Красноводская, д. 5",ds139rzd.ru,2004-07-14,,Действующая,5903017727.0,Пермский край,"Пермский край, Пермь, Дзержинский",57701000001.0,Образование дошкольное,85.11,Частные учреждения,75500.0,DS139RZD.RU,REGRU-RU,2022-01-21 19:28:48,2023-01-21 19:28:48
"РЖД, ДЕТСКИЙ САД № 142 ОАО",1047200150997.0,"ДЕТСКИЙ САД № 142 ОАО ""РЖД""","ЧАСТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 142 ОТКРЫТОГО АКЦИОНЕРНОГО ОБЩЕСТВА ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""","626128, Тюменская обл., г. Тобольск, микрорайон Менделеево, д. 28",detsad-142.ru,2004-07-15,,Действующая,7206028620.0,Тюменская область,"Тюменская область, Тобольск",71710000001.0,Образование дошкольное,85.11,Частные учреждения,75500.0,DETSAD-142.RU,RU-CENTER-RU,2012-08-27 13:18:14,2022-08-27 14:18:14
"РЖД, ДЕТСКИЙ САД № 161 ОАО",1045406625494.0,"ДЕТСКИЙ САД № 161 ОАО ""РЖД""","ЧАСТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 161 ОТКРЫТОГО АКЦИОНЕРНОГО ОБЩЕСТВА ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""","632334, Новосибирская обл., Барабинский район, г. Барабинск, ул. Ермака, д. 5",дс161ржд.рф,2000-04-27,,Действующая,5451110020.0,Новосибирская область,"Новосибирская область, Барабинск",50604101001.0,Образование дошкольное,85.11,Частные учреждения,75500.0,XN--161-MDDDL3EE.XN--P1AI,REGTIME-RF,2013-08-23 11:21:21,2023-08-23 12:21:21
"РЖД, ДЕТСКИЙ САД № 165 ОАО",1045404683741.0,"ДЕТСКИЙ САД № 165 ОАО ""РЖД""","ЧАСТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 165 ОТКРЫТОГО АКЦИОНЕРНОГО ОБЩЕСТВА ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""","630080, Новосибирская обл., г. Новосибирск, ул. Первомайская, д. 104А",дс165ржд.рф,1996-01-24,,Действующая,5409226260.0,Новосибирская область,"Новосибирская область, Новосибирск, Первомайский",50701000001.0,Образование дошкольное,85.11,Частные учреждения,75500.0,XN--165-MDDDL3EE.XN--P1AI,REGTIME-RF,2013-08-30 05:05:04,2023-08-30 06:05:04
"РЖД, ДЕТСКИЙ САД № 178 ОАО",1044205032080.0,"ДЕТСКИЙ САД № 178 ОАО ""РЖД""","ЧАСТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 178 ОТКРЫТОГО АКЦИОНЕРНОГО ОБЩЕСТВА ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""","650055, Кемеровская область - Кузбасс, г. Кемерово, ул. Сибиряков-Гвардейцев, д. 9 к. А",дс178ржд.рф,2004-07-14,,Действующая,4205068529.0,Кемеровская область,"Кемеровская область, Кемерово, Заводский",32701000001.0,Образование дошкольное,85.11,Частные учреждения,75500.0,XN--178-MDDDL3EE.XN--P1AI,REGTIME-RF,2013-08-23 14:37:05,2023-08-23 15:37:05
"РЖД, ДЕТСКИЙ САД № 183 ОАО",1042201870809.0,"ДЕТСКИЙ САД № 183 ОАО""РЖД""","ЧАСТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 183 ОТКРЫТОГО АКЦИОНЕРНОГО ОБЩЕСТВА ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""","656015, Алтайский кр., г. Барнаул, проспект Социалистический, д. 113",дс183ржд.рф,2004-07-20,,Действующая,2221063588.0,Алтайский край,"Алтайский край, Барнаул, Железнодорожный",1701000001.0,Образование дошкольное,85.11,Частные учреждения,75500.0,XN--183-MDDDL3EE.XN--P1AI,REGTIME-RF,2013-09-04 07:51:12,2023-09-04 08:51:12
"РЖД, ДЕТСКИЙ САД № 186 ОАО",1045509004353.0,"ДЕТСКИЙ САД № 186 ОАО ""РЖД""","ЧАСТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД №186 ОТКРЫТОГО АКЦИОНЕРНОГО ОБЩЕСТВА ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""","644121, Омская обл., г. Омск, ул. Чайковского, д. 2",дс186ржд.рф,1996-07-19,,Действующая,5505036199.0,Омская область,"Омская область, Омск, Ленинский",52701000001.0,Образование дошкольное,85.11,Частные учреждения,75500.0,XN--186-MDDDL3EE.XN--P1AI,REGTIME-RF,2013-09-04 08:01:19,2023-09-04 09:01:19
"РЖД, ДЕТСКИЙ САД № 233 ОАО",1040302971807.0,"ДЕТСКИЙ САД № 233 ОАО ""РЖД""","ЧАСТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 233 ОТКРЫТОГО АКЦИОНЕРНОГО ОБЩЕСТВА ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""","670024, Бурятия респ., г. Улан-Удэ, ул. Пушкина, д. 33А",доу233ржд.рф,1995-08-01,,Действующая,326021045.0,Бурятия (Республика),"Республика Бурятия, Улан-Удэ, Железнодорожный",81701000001.0,Образование дошкольное,85.11,Частные учреждения,75500.0,XN--233-MDDDL6CTX.XN--P1AI,REGRU-RF,2015-01-29 06:23:52,2023-01-29 06:23:52
"РЖД, ДЕТСКИЙ САД № 236 ОАО",1047506000860.0,"ДЕТСКИЙ САД № 236 ОАО ""РЖД""","ЧАСТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 236 ОТКРЫТОГО АКЦИОНЕРНОГО ОБЩЕСТВА ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""","673750, Забайкальский кр., Могочинский район, пгт. Ксеньевка, ул. Пролетарская, д. 16 к. А",sadik236.ru,2004-07-13,,Действующая,7512004040.0,Забайкальский край,"Забайкальский край, Могочинский район, Ксеньевка",76626162051.0,Образование дошкольное,85.11,Частные учреждения,75500.0,SADIK236.RU,BEGET-RU,2021-02-14 09:24:34,2023-02-14 09:24:34
"РЖД, ДЕТСКИЙ САД № 237 ОАО",1047506000882.0,"ДЕТСКИЙ САД № 237 ОАО ""РЖД""","ЧАСТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 237 ОТКРЫТОГО АКЦИОНЕРНОГО ОБЩЕСТВА ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""","673775, Забайкальский кр., Могочинский район, пгт. Амазар, ул. Почтовая, д. 15",sadik237.ru,2004-07-15,,Действующая,7512004057.0,Забайкальский край,"Забайкальский край, Могочинский район, Амазар",76626154051.0,Образование дошкольное,85.11,Частные учреждения,75500.0,SADIK237.RU,RU-CENTER-RU,2013-05-16 06:20:34,2023-05-16 07:20:34
